-0.687099	0.00122797
-0.733727	-0.398538
-0.727431	-0.407011
-0.742641	-0.414327
-0.819602	-0.137559
-0.545286	-0.250229
-0.652335	-0.487831
-0.548514	-0.161016
-0.65171	-0.158383
-0.795552	-0.336009
-0.898109	-0.226744
-0.747221	-0.238979
-0.863313	-0.154444
-0.812988	-0.275427
-0.609132	-0.036245
-0.056805	0.493421
-0.112072	0.773448
0.254328	0.553632
-0.180705	0.787443
-0.0921794	0.751586
-0.0973258	0.793583
-0.169629	0.855318
-0.170267	0.865536
-0.352514	0.819616
-0.345521	0.788264
-0.266832	0.793352
-0.404551	0.76947
-0.495661	0.803212
-0.530052	0.805814
-0.579026	0.752669
-0.631586	0.724108
-0.689718	0.723236
-0.709986	0.707222
-0.72332	0.723595
-0.787455	0.695175
-0.767182	0.707176
-0.463466	0.128048
-0.604345	-0.0974115
-0.711569	0.0121752
-0.799713	0.177951
-0.786822	0.282093
-0.931627	0.349889
-0.979662	0.437973
-0.777198	0.494147
-0.765036	0.540984
-0.572487	0.485216
-0.396716	0.394742
-0.186651	0.266963
-0.52115	0.670941
-0.721968	0.873548
-0.544624	0.933281
-0.243293	0.870407
-0.177131	0.861811
-0.177512	0.886988
-0.223292	0.925403
-0.240819	0.965093
-0.360065	1.00517
-0.629145	0.963746
-0.310819	0.779361
0.00882762	0.614365
-0.092663	0.738176
-0.284871	0.904235
-0.326192	1.00128
-0.403905	1.11233
-0.481139	1.02602
-0.595293	0.972047
-0.617376	0.91224
-0.591651	0.471336
-0.486446	0.0198302
-0.477297	0.0148983
-0.353988	-0.0616597
-0.312594	-0.056009
-0.31376	-0.0263103
-0.305407	0.00691237
-0.298629	0.252894
-0.0201156	0.278917
0.182904	0.403901
0.399614	0.432297
0.448955	0.663141
0.206984	0.633558
0.05179	0.756327
0.133575	0.541908
0.149482	0.485839
0.0958061	0.360459
0.13305	0.259661
-0.0598267	0.379291
-0.294263	0.474866
-0.489644	0.538586
-0.4584	0.505728
-0.30542	0.53568
-0.0411896	0.770346
0.079134	0.600182
0.0584177	0.632348
0.313464	0.595909
0.414779	0.481498
0.275277	0.352493
0.0733721	0.259381
-0.196995	0.330257
-0.172526	-0.0530489
0.0508198	-0.140003
-0.00637751	0.115487
-0.367132	0.332976
-0.45016	0.0696661
-0.546468	0.100517
-0.36413	0.216119
-0.428469	0.447814
-0.411148	0.338228
-0.4486	0.346215
-0.375608	0.545193
-0.443986	0.324851
-0.446012	0.076493
-0.556194	0.336414
-0.408509	0.5098
-0.140334	0.405996
0.0357867	0.424823
0.0273353	0.525057
-0.150108	0.443679
-0.355802	0.0147128
-0.240119	-0.158702
0.0467986	-0.0337539
0.0479697	-0.27363
0.0638361	-0.25889
-0.241564	-0.110089
0.0699654	-0.0789573
-0.370225	0.1831
-0.476945	0.325648
-0.66864	0.385421
-0.582388	0.31281
-0.61079	0.346053
-0.696725	0.0121295
-0.774496	-0.13566
-0.743389	-0.273022
-0.789254	-0.293201
-0.641123	-0.164537
-0.573394	-0.0915871
-0.411775	-0.0136134
-0.187099	0.142448
-0.375235	0.0330107
-0.610591	0.378463
-0.730922	0.420586
-0.489459	0.523333
-0.0694286	0.209817
-0.380565	0.194094
-0.376553	0.165415
-0.508319	0.227865
-0.390506	0.156544
-0.487743	0.199217
-0.548436	0.205649
-0.612471	0.18083
-0.597789	0.197771
-0.363527	0.0225548
-0.356554	-0.00673797
-0.322946	-0.16474
-0.239116	-0.375055
-0.371983	-0.348449
-0.275917	-0.247682
-0.124763	-0.389845
-0.18011	-0.333481
-0.0351731	-0.349536
0.166652	-0.325354
0.208046	-0.0324354
0.0437302	0.0223273
-0.00708835	0.106305
0.0100815	0.21549
-0.140497	0.0545815
-0.335062	0.0622765
-0.0194418	0.03666
-0.293385	0.0299889
-0.520321	0.166589
-0.425281	0.225617
-0.40219	0.344934
-0.607819	0.436493
-0.502485	0.478848
-0.572826	0.623398
-0.111826	0.583648
0.0706833	0.536298
-0.0260432	0.382178
-0.18427	0.136765
-0.107921	-0.0514647
-0.180416	-0.14337
-0.0590334	0.000880227
-0.604181	-0.447436
-0.436258	-0.401398
-0.519456	-0.18273
-0.448503	-0.0627191
-0.123564	-0.178015
-0.164913	-0.284094
-0.0490642	-0.406805
-0.341024	-0.156483
-0.240466	-0.194136
-0.296851	-0.155731
-0.26344	-0.107989
-0.387838	-0.125831
-0.537926	-0.0202622
-0.599856	-0.299495
-0.799392	-0.309525
-0.767079	-0.253845
-0.839907	-0.365362
-0.932702	-0.440522
-0.688617	-0.281745
-0.948284	-0.0423932
-0.777977	-0.379905
-0.760563	-0.326666
-0.764497	-0.311278
-0.854882	-0.443906
-0.39942	-0.0449846
-0.549038	-0.0812969
-0.717778	-0.0739542
-0.811297	-0.361154
-1.01052	-0.335418
-0.797856	-0.140029
-0.496725	-0.19551
-0.623664	0.021772
-0.786382	-0.081642
-0.9167	-0.166645
-0.811035	-0.242235
-0.709962	-0.204698
-0.773206	0.258758
-0.388462	0.517416
-0.475035	0.0962129
-0.341202	-0.0911647
-0.081354	-0.210019
0.0909757	-0.259456
-0.0138717	-0.436323
-0.243364	-0.306835
-0.338137	-0.123682
-0.37454	-0.11298
-0.478957	-0.052574
-0.55259	-0.00263099
-0.489142	0.0350377
-0.506096	0.140739
-0.540738	0.355851
-0.589485	0.530744
-0.519831	0.577201
-0.454152	0.683518
-0.573364	0.78851
-0.623935	0.843541
-0.586581	0.900775
-0.566265	0.883836
-0.523829	0.937687
-0.393508	0.971674
-0.422413	0.940783
-0.447905	0.843359
-0.552386	0.663611
-0.574925	0.422813
-0.462322	0.132661
-0.261933	0.00584254
-0.0185032	0.0327124
0.209945	0.103647
0.25922	0.174196
0.225567	0.338257
-0.0564351	0.441732
-0.440523	0.321859
-0.395301	0.0790439
-0.0373848	-0.179002
-0.70045	0.0655505
-0.390933	-0.00835981
-0.490218	-0.179614
-0.288162	-0.158591
-0.490886	-0.205529
-0.73214	-0.111338
-0.739662	-0.0826133
-0.689795	-0.0663395
-0.687288	-0.0378971
-0.678105	-0.00233548
-0.743592	0.0450721
-0.626894	-0.0452583
-0.622669	-0.104607
-0.627671	-0.163909
-0.627999	-0.243373
-0.606556	-0.313446
-0.682653	-0.306537
-0.77136	-0.222876
-0.58125	-0.169096
-0.543653	0.00299674
-0.575111	0.115525
-0.623211	0.284158
-0.878913	0.432297
-0.837919	0.579553
-0.748891	0.514884
-0.866665	0.594064
-0.943566	0.620663
-0.895811	0.537344
-0.930791	0.50733
-0.479444	-0.0498323
-0.491349	-0.250941
-0.580887	-0.160911
-0.708018	-0.0103633
-0.875472	0.133577
-0.900465	0.515237
-0.847934	0.675224
-0.751931	0.654732
-0.67159	0.711623
-0.317031	0.655912
-0.135979	0.629425
-0.375307	0.41047
-0.325444	0.283112
-0.105264	0.420738
-0.392076	0.230979
-0.403125	0.0269391
-0.538948	0.0298707
-0.830492	-0.0708863
-0.828506	-0.188336
-0.374427	0.0202511
-0.841213	-0.0679156
-0.707117	-0.160016
-0.502897	-0.197468
-0.959569	-0.0468491
-0.180261	0.147474
-0.0947506	0.0324586
